Index,DOI,PageRank Score,Number of Incoming Edges,Number of Outgoing Edges,Text,"How does the incorporation of domain-specific knowledge (e.g., neuroanatomy) into AI models improve the classification accuracy for Alzheimer's disease?",How does the integration of ensemble learning methods enhance the accuracy and reliability of Alzheimer's disease prediction models using brain imaging data?,How does the integration of multiple models enhance the accuracy and reliability of prediction results  for Alzheimer's disease classification?,"How does the use of multimodal data (e.g., combining MRI and PET scans) affect the performance and reliability of AI models in Alzheimer's disease diagnosis?",How does transfer learning from pre-trained models on large-scale image datasets impact the performance of Alzheimer's disease classification models?,What are the challenges and solutions in deploying AI models for real-time Alzheimer's disease diagnosis in clinical settings?,"What are the optimal hyperparameters for Alzheimer's disease classification using transfer learning models, and how do they affect model performance?",What are the optimal hyperparameters for the classification of Alzheimer's disease using transfer learning models?,What are the performance differences observed in the models before and after applying specific improvements  for Alzheimer's disease classification?,What is the most effective configuration or combination of layers that can be added to a model to enhance its performance for image classification problems  for Alzheimer's disease classification?,What performance improvements are observed in deep learning models for Alzheimer's disease classification after applying advanced preprocessing techniques and hyperparameter tuning?,"What role do different preprocessing techniques (e.g., data augmentation, normalization) play in enhancing the performance of deep learning models for Alzheimer's disease classification?",Which combination of convolutional neural network layers and configurations leads to the most significant improvement in the accuracy of Alzheimer's disease classification models?,Which model demonstrates the highest efficiency and accuracy in handling a large volume of brain images for Alzheimer's disease classification?,title,coverDate,abstract,authors,publicationName,citedby_count,scopus_link,authkeywords,copyright,subject_areas,pageRange,year,Bib Citation
956,https://doi.org/10.1056/nejmcp022295,7.83E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
976,https://doi.org/10.5772/intechopen.92297,7.75E-05,11,46,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
987,https://doi.org/10.1002/(sici)1099-1166(199712)12:12<1182::aid-gps714>3.0.co;2-m,7.57E-05,11,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
988,https://doi.org/10.1212/01.wnl.0000277459.83543.99,7.48E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
989,https://doi.org/10.2174/156720512801322609,7.48E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
990,https://doi.org/10.2967/jnumed.111.096578,7.48E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
994,https://doi.org/10.1186/1471-2105-12-12,7.41E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
995,https://doi.org/10.1007/s00500-018-3618-7,7.34E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
996,https://doi.org/10.1002/ima.22176,7.34E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
997,https://doi.org/10.4018/978-1-4666-1755-1.ch010,7.34E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
998,https://doi.org/10.1148/radiol.2503080205,7.32E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
999,https://doi.org/10.1371/journal.pone.0006294,7.32E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1000,https://doi.org/10.3233/jad-2011-101911,7.32E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1001,https://doi.org/10.1023/b:stco.0000035301.49549.88,7.32E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1002,https://doi.org/10.7326/0003-4819-130-6-199903160-00016,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1003,https://doi.org/10.1148/radiol.13131465,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1004,https://doi.org/10.1186/s12884-015-0780-0,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1005,https://doi.org/10.1148/radiol.12120725,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1006,https://doi.org/10.1136/bmj.g7594,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1007,https://doi.org/10.1002/(sici)1097-0258(19970515)16:9<965::aid-sim509>3.0.co;2-o,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1008,https://doi.org/10.1148/radiol.2383041109,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1009,https://doi.org/10.1136/eb-2013-101243,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1010,https://doi.org/10.1148/radiol.2291010898,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1011,https://doi.org/10.1148/radiol.2272012051,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1012,https://doi.org/10.1001/jama.2017.7797,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1013,https://doi.org/10.1373/clinchem.2017.272765,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1014,https://doi.org/10.1001/jama.2016.16435,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1015,https://doi.org/10.1177/096228029800700405,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1016,https://doi.org/10.1056/nejm197507312930513,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1017,https://doi.org/10.1001/jama.2015.13480,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1018,https://doi.org/10.1001/jama.2015.11082,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1019,https://doi.org/10.1016/s0140-6736(16)30384-1,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1020,https://doi.org/10.1016/s0140-6736(17)30762-6,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1021,https://doi.org/10.1001/jama.2014.13128,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1022,https://doi.org/10.3348/kjr.2016.17.3.339,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1023,https://doi.org/10.1136/emermed-2015-204761,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1024,https://doi.org/10.2214/ajr.184.2.01840364,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1025,https://doi.org/10.3348/kjr.2015.16.2.286,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1026,https://doi.org/10.3348/kjr.2004.5.1.11,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1027,https://doi.org/10.1136/emj.2003.005876,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1028,https://doi.org/10.1016/0021-9681(86)90051-2,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1029,https://doi.org/10.1148/radiol.2017162664,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1030,https://doi.org/10.1148/radiol.2015151516,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1031,https://doi.org/10.1038/srep45938,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1032,https://doi.org/10.1148/radiol.14140035,7.24E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1034,https://doi.org/10.1097/00004728-199503000-00022,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1035,https://doi.org/10.1001/archneurol.2011.208,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1036,https://doi.org/10.1016/j.neuroimage.2005.06.058,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1037,https://doi.org/10.1007/s12021-012-9160-3,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1038,https://doi.org/10.1016/s0022-2275(20)43176-1,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1039,https://doi.org/10.1371/journal.pone.0152082,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1040,https://doi.org/10.1016/j.nucmedbio.2005.05.002,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1041,https://doi.org/10.1016/s0140-6736(94)92557-7,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1042,https://doi.org/10.1002/syn.21566,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1043,https://doi.org/10.1097/00004647-199609000-00008,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1044,https://doi.org/10.3389/fnins.2018.00275,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1045,https://doi.org/10.1177/0891988705281881,7.13E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1056,https://doi.org/10.1101/2021.07.08.451635,7.11E-05,10,63,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1059,https://doi.org/10.3233/adr-200263,7.11E-05,10,52,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1060,https://doi.org/10.1016/j.jalz.2018.09.011,7.07E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1061,https://doi.org/10.3174/ajnr.a1545,7.07E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1062,https://doi.org/10.1016/j.neuroimage.2019.03.026,7.07E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1063,https://doi.org/10.3389/fninf.2013.00049,7.07E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1064,https://doi.org/10.1002/hipo.22721,7.07E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1072,https://doi.org/10.1109/ijcnn.2004.1380157,6.95E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1073,https://doi.org/10.1145/1277741.1277811,6.95E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1087,https://doi.org/10.1016/j.nbd.2006.12.012,6.52E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1088,https://doi.org/10.1073/pnas.82.12.4245,6.52E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1089,https://doi.org/10.1016/j.jalz.2007.02.001,6.52E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1090,https://doi.org/10.3233/jad-2011-110497,6.52E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1091,https://doi.org/10.1016/j.neurobiolaging.2011.03.017,6.52E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1092,https://doi.org/10.1016/j.neurobiolaging.2007.03.002,6.52E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1093,https://doi.org/10.1111/j.1750-3639.1991.tb00671.x,6.52E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1095,https://doi.org/10.1023/a:1013637720281,6.48E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1096,https://doi.org/10.1109/tii.2019.2912625,6.48E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1097,https://doi.org/10.1109/tfuzz.2017.2729507,6.48E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1098,https://doi.org/10.1145/1553374.1553510,6.48E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1121,https://doi.org/10.1016/j.neuroimage.2006.09.041,6.47E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1122,https://doi.org/10.1002/hbm.20338,6.47E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1123,https://doi.org/10.1093/cercor/bhh172,6.47E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1124,https://doi.org/10.1080/01969727308546046,6.46E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1125,https://doi.org/10.1007/bfb0046948,6.46E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1126,https://doi.org/10.1117/12.185172,6.46E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1127,https://doi.org/10.1007/s10278-007-9044-5,6.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1128,https://doi.org/10.5051/jpis.2018.48.2.114,6.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1130,https://doi.org/10.1016/j.compbiomed.2021.104453,6.38E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1131,https://doi.org/10.1109/access.2020.2973856,6.38E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1132,https://doi.org/10.3390/rs10081229,6.38E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1133,https://doi.org/10.1016/j.compag.2020.105326,6.38E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1134,https://doi.org/10.36548/jaicn.2020.1.004,6.38E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1135,https://doi.org/10.1016/j.foodchem.2018.09.014,6.38E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
